objectid ,parentid,filename,format,title,creator,era,description,subject,country,latitude,longitude ,category,medium,gender,label,culture,date,location,latitude,longitude,originalowner,additionalimage
sw104,,chazalskirt_structure.jpg,image/jpeg,Chazal Skirt ,,1970,"Custom made in 1970s, stiched design modeled after Mauritian artist Malcolm de Chazal ",Skirts ,Mauritius ,20.3484,57.5522,Clothing ,Synthetic,Female ,,,1975,Mauritius ,20.3484,57.5522,Margaret White ,
